name,adjoe,adjde,barthag,record,unknown,games,efg,efgd,ftr,ftrd,to_rate,to_rate_d,orb,orb_d,unknown,two_pt_pct,two_pt_pct_d,three_pt_pct,three_pt_pct_d,block_pct_d,block_pct,ast_rate,ast_rate_d,three_pt_rate,three_pt_rate_d,adj_tempo,unknown,unknown,unknown,season,unknown,unknown,unknown,wab,ft_pct,ft_pct_d
Hofstra,108.3,102.062,0.664231,20-13,19,32,55.4,49,22.3,29,15.7,17.7,22.9,29.7,66.4,55.5,46.9,36.8,34.6,10.4,8.3,55.5,53.8,46.1,42.4,65.7219,,,,2024,,,,-6.4960058307805,75.6,76.2
"UMass Lowell",105.064,105.658,0.4838,22-10,19,29,50.4,47.3,40.1,26.9,18.2,15.5,32.1,26.9,71.8,51.3,49.1,32.3,29.2,11,9.7,43.5,42.1,29.2,33.7,69.8369,,,,2024,,,,-6.0942392177269,74,69
"South Alabama",103.175,107.556,0.382684,16-16,14,29,50.9,50.7,31.6,33.9,16.3,16.7,22.8,31.8,69.7,50,52.3,35.1,31.9,6.8,11.4,40.3,45.6,36.1,36.1,68.1452,,,,2024,,,,-11.180361550722,74.8,69.1
Butler,112.199,99.0639,0.807192,18-15,17,32,51.9,50,26.7,22.3,15.4,16,26.3,29,69.3,51.5,50.9,35,32.4,8.2,10.5,53.4,48,38,37.5,68.567,,,,2024,,,,-1.177256099127,78.8,73.9
"SIU Edwardsville",100.069,110.128,0.249453,17-16,14,30,47.2,51.1,31.9,37.2,15.6,17.4,30.1,28.2,67.4,46.2,49.2,32.5,36.2,11.3,10.1,42.5,53,36.8,37.5,67.0015,,,,2024,,,,-12.052520362452,72.7,71.8
"Northern Colorado",106.123,110.231,0.392497,19-14,17,31,55.1,52.5,27.8,29.1,15.7,15.4,23.9,25,70,56.4,52,35.1,35.6,6.5,7.8,49.7,46.8,35.9,39.4,69.9559,,,,2024,,,,-9.0968518387133,72.7,75.2
Iowa,119.409,104.478,0.822913,19-15,19,34,52.9,52.2,33.1,32.9,13.2,16.4,27.4,30.3,72.7,52.9,51.4,35.1,35.8,9.9,8.3,59.2,53.8,29.9,35.9,71.9383,,,,2024,,,,-0.71117113376622,77.4,70.4
"Florida A&M",92.0792,109.876,0.11588,6-23,5,27,47.5,51.8,28,39.2,21.4,16.3,26.3,31.7,69.6,46,51.1,34.1,35.3,7.6,9.6,56.2,48.8,29.9,36.6,68.2099,,,,2024,,,,-16.862900117666,69.3,67.3
TCU,114.028,97.9995,0.850945,21-13,21,34,51.5,50.7,35,35.4,18,20.6,35.9,28.4,70.6,50.8,51.3,35.4,33,10.2,9.1,59.3,56.7,30.3,35.1,70.0116,,,,2024,,,,0.90123933931342,73.1,70.4
"Middle Tennessee",98.2988,105.755,0.301361,14-19,12,31,46,49.5,34.9,29.6,20.6,15.8,28.2,30.4,66.5,45.6,49,31.1,33.8,10,10.9,43.8,42.6,42.1,29.7,65.4363,,,,2024,,,,-13.262413374797,70.2,73.4
Oregon,114.21,99.5418,0.829321,24-12,24,36,51.9,51.5,32,32.3,14.7,17.8,28.6,27.3,68.4,52.6,51,33.8,34.9,10.1,9.3,50.6,50.8,36.3,36.9,67.2006,,,,2024,,,,1.4327533819777,71.9,72.3
Harvard,101.07,105.125,0.388791,14-13,13,26,50.2,50.1,35.7,25.8,17.8,16,26.5,31.3,67.7,49.9,49.5,33.8,33.9,11.5,11.4,51.6,53.3,39.4,40.8,67.6518,,,,2024,,,,-7.7260157114389,70.5,69.2
Florida,120.601,100.173,0.894191,24-12,24,36,51.8,49.3,38.4,34.8,15.7,14.5,37.3,28.8,73.1,51.8,49.5,34.5,32.6,12.1,9.4,50.6,42.3,34.5,32.4,71.8279,,,,2024,,,,2.7518563139051,71.5,71.2
"Saint Joseph's",110.345,101.597,0.72109,21-14,21,35,53,49,28.7,28.8,16.5,17.6,29.1,29.1,68.6,53,48.6,35.2,33,11.1,13,55.3,54.8,47.8,42.5,68.4648,,,,2024,,,,-4.6884476014861,72.6,72.1
"Saint Mary's",115.479,93.9194,0.915015,26-8,25,33,52.8,45.1,28,33.4,16,16.7,38.7,22.3,63.6,52.7,43.8,35.3,32.3,9.9,7.9,58.4,47.7,36.8,29.2,62.4656,,,,2024,,,,1.5299143186104,67.2,71.6
"Texas A&M Corpus Chris",99.7126,101.667,0.444427,21-12,17,29,46.3,48,36.3,47.3,17.6,19.8,33.9,25.1,70.1,47.3,48.8,29.4,31,8.1,10.6,52.2,50.1,29.7,36.4,68.7926,,,,2024,,,,-6.5520753807065,71.4,71
"Ohio St.",115.103,98.2939,0.860024,22-13,22,35,50.9,48.5,34.3,30.4,15.5,15.8,31.6,28.5,67.3,50.5,46.8,34.4,34.4,11.3,7.1,50.9,47.6,34.9,33.6,66.0588,,,,2024,,,,-0.55971944699912,76.7,71.3
"Florida St.",110.559,100.734,0.744645,17-16,17,33,50.3,52.2,36.8,41,16.4,20.7,28.5,32.8,72.2,51.5,51.6,31.7,35.4,12,7,45,48.3,31.6,38.2,71.0337,,,,2024,,,,-3.3193786024766,70.7,70.2
"Seton Hall",111.479,97.736,0.819506,22-12,22,34,49.9,49.3,31.5,26.1,18.8,17.9,35.8,29.3,67,50.1,48.6,33,33.5,14,11.1,48.1,56.8,31.1,42.5,66.2257,,,,2024,,,,0.64773941344695,77.7,76.3
"North Carolina",118.438,93.8515,0.935584,29-7,29,36,51.7,46.4,36.7,28.2,14.1,14.8,32.6,23.3,71.3,50.6,45.8,35.8,31.7,10.3,9.3,51,40,35.9,35.8,70.6023,,,,2024,,,,6.7136762707382,75.6,74
"Houston Christian",96.601,119.941,0.0766487,6-23,4,27,46.9,54,36.8,28.6,21,13.6,29.7,33.7,72.8,47.9,55.5,29.5,34,6.2,11.5,41.4,52.2,28,34.1,71.6579,,,,2024,,,,-17.310452957166,64,71.6
Lehigh,98.8036,106.782,0.29049,14-18,12,30,49.5,51.7,33,29.6,16.9,17.9,22,23.5,69.6,50.2,50.7,32.2,35.6,6.4,10,50.5,47.1,37.6,37.2,70.158,,,,2024,,,,-13.523622910712,74,69.9
Navy,95.7761,111.153,0.152867,13-18,12,30,44,50.3,34.8,35.7,15.6,20.5,31.8,30.8,65.4,43.8,50.9,29.6,32.9,6.5,12.6,51.5,55.6,33.1,40.7,65.537,,,,2024,,,,-15.427404582252,71.4,72.1
"Santa Clara",108.735,103.369,0.641524,20-13,19,32,52.3,48.4,31.6,33.3,18.2,14.4,34.1,26.1,69.7,52.6,48.9,34.5,31.7,7,6.9,54.2,48.6,38.5,37,69.1652,,,,2024,,,,-3.8971271835328,71.4,70.4
"Loyola Marymount",108.317,109.593,0.466402,12-19,11,30,51.6,50.4,28.8,28.3,16.3,12.4,29.4,27.1,65.9,49.2,49.8,36.8,34.3,6.5,10.4,46.6,52.1,39.9,31.7,64.9213,,,,2024,,,,-11.751099355658,73.5,73.6
Delaware,104.391,103.803,0.516235,19-14,18,32,51.9,48.7,30.9,27.1,16,15.1,27.5,27.9,67.4,53.2,49.7,33,31.3,7.7,10.4,51.1,46.5,35.7,36.4,67.4528,,,,2024,,,,-9.2001119670612,70.7,70.7
"Miami OH",98.944,105.37,0.326588,15-17,13,30,51,49.3,30.4,31.9,17.2,18,22,30.7,67.8,48.7,50.5,36.2,31.5,7.8,9.9,57.2,47.3,40.3,36.8,67.4286,,,,2024,,,,-12.473207046102,71.9,72.5
"New Mexico",114.083,95.732,0.882553,26-10,25,35,50.5,48.1,33.2,33.4,14,19.3,33.5,27,72.4,51.1,49.2,32.7,30.7,13.2,9.6,48.9,54.3,29.9,36.5,72.8641,,,,2024,,,,1.7477473770427,71.6,74
"Coppin St.",85.2084,111.294,0.0443055,2-27,2,29,42.1,51.3,31.1,38.3,22.9,21.8,27,38.6,67.3,41.9,51,28.3,34.5,8,9.5,40.7,58.6,34.4,37.6,66.4325,,,,2024,,,,-23.065540955847,72.6,73.9
Temple,102.284,104.144,0.448381,16-20,15,35,46,50.4,32.1,36,14.1,17,28.2,29.7,67.7,44.9,51.3,31.7,32.6,8,10.5,45.6,54.4,42.1,38.6,66.9072,,,,2024,,,,-11.765783298091,70.9,72.3
Monmouth,104.87,107.999,0.416274,18-15,18,33,49.4,50,29.2,33.3,15.3,17.8,30.5,32.2,68.1,47.8,49.3,34.8,34,10.5,9.9,50.2,56.2,36.3,43.2,67.8451,,,,2024,,,,-8.6418218775955,71.6,74.5
Southern,96.9726,103.097,0.330856,18-14,15,29,49.4,50.4,35.6,46.2,20.1,22.1,26.5,30.8,69.5,49.9,51.5,32.5,32.2,10.2,9.4,54.8,55.9,38,35.6,67.8002,,,,2024,,,,-8.1821282463407,66.7,72.2
"Southern Miss",99.6502,106.982,0.306518,16-16,14,30,48.4,50.5,37.9,33,18.5,17.2,28.9,30.5,69.2,47.2,48.9,33.8,35.7,12.7,7.5,48.5,46.8,33.6,34.5,67.9151,,,,2024,,,,-11.097551151953,70.8,67.7
California,108.039,102.956,0.6351,13-19,13,32,49.2,51.3,29.2,33.1,16.2,14.7,28.6,26.7,69.8,48,50,33.8,35.7,6.7,9.9,46.5,47,42,36.2,68.5187,,,,2024,,,,-7.5304703785744,72.7,72.3
"Georgia St.",104.061,109.718,0.352338,14-17,12,29,48.5,49.3,28.6,35.9,13.8,14.2,27.2,30.5,70.1,48.6,51.2,32.2,30.8,6.9,10.1,41.1,49.5,35.3,38.5,68.0136,,,,2024,,,,-11.811768277836,75.6,71
"Miami FL",110.419,101.152,0.732639,15-17,15,32,52.7,51,24.6,22.3,17.2,16.6,28.7,28.5,70,51.6,52,36.1,33.3,9.3,9.4,51.1,57.2,40.4,46.1,68.8206,,,,2024,,,,-5.1886412688244,74.5,71.1
Georgia,109.832,98.4706,0.778293,19-16,19,35,49.9,49.6,37.6,30,16.2,16.2,27.3,30.5,70.4,48.9,49.8,34.3,32.9,8.1,12,46.7,53.7,40.3,37.7,68.5196,,,,2024,,,,-3.9566445829227,72.2,72.2
"North Dakota",104.822,109.626,0.373934,18-14,15,29,50.2,52.4,32.2,29.6,15,15.3,30.7,26.1,67.8,51.5,52.2,32.3,35.2,7.5,5.8,43.5,40.1,41.8,33.9,66.7765,,,,2024,,,,-10.13476873973,70.4,74.2
"Louisiana Lafayette",105.051,103.012,0.556136,19-14,17,31,50.7,49.9,28.6,40.1,16.8,20.6,30.8,32.9,70.4,51.7,53.7,32.6,27.9,9.1,10.1,43.4,43.9,36.2,32.1,68.6348,,,,2024,,,,-8.6383283829989,73.8,71.7
"Saint Louis",111.464,112.564,0.471797,13-20,12,32,51.5,54.3,36.3,35.3,16.8,14.2,26.1,28.5,69.4,49.6,53.9,36.4,36.6,8.8,11.3,50.9,50.4,37.8,42.4,69.5201,,,,2024,,,,-11.037956632584,75.6,73
"Arizona St.",103.335,99.3524,0.61112,14-18,14,32,47.3,51.7,33.1,31.2,14.8,19.4,21.8,29.7,70.6,48.6,52.2,30.1,34,10.2,7.2,48.7,57.5,37.7,39.2,69.1395,,,,2024,,,,-5.7797722273755,65.5,70.8
Iona,102.318,108.02,0.348965,16-17,16,33,50,52.8,28.5,37.5,14.9,22.2,28.3,30.8,68,48.2,54.1,35.3,34,9.2,10.4,55.1,56.5,38.7,40,67.0346,,,,2024,,,,-12.666734689972,65.2,73.9
Stetson,107.784,114.162,0.34049,22-13,19,32,52.8,52.3,31.8,25.5,15.9,13.5,27.4,31.5,66.8,52.1,52.6,35.9,34.6,7.8,8,48.4,49.9,41.7,37.3,66.238,,,,2024,,,,-6.9480252771347,76.3,73.4
Marshall,100.021,106.208,0.333989,13-20,12,32,46.8,51.4,28.8,29.9,16.5,16.2,29.8,27.9,72.3,47.1,49.8,31,36.2,10.6,7.1,57,48.8,41.3,35.3,70.6599,,,,2024,,,,-14.078997357153,70.6,70.4
"Eastern Michigan",96.3692,110.501,0.171698,13-18,11,29,47.9,52,25,31.5,17,15.7,27.6,31.2,66.3,48.7,54.7,30.8,31.9,6.5,8,40.9,50.4,32.3,39.5,65.4286,,,,2024,,,,-14.103964103315,67.2,68.8
Niagara,101.473,111.134,0.260021,16-16,15,31,52,52.2,36,30.7,17.4,16.5,23.4,26.8,67.7,51.2,52.1,35.9,35,5.2,8.9,48.6,41.3,31.8,27.6,67.3958,,,,2024,,,,-12.464879938127,74.8,71
Campbell,100.569,112.096,0.223064,14-18,11,29,52,52.2,33.7,23.6,18.1,16.4,23.8,31.2,66.5,52,52.9,34.6,34.1,6.7,9.9,51.9,51.1,38.6,43.3,66.4282,,,,2024,,,,-13.846924107405,71.9,72.2
Mercer,103.891,107.757,0.396489,16-17,14,30,50.1,51.2,27.6,38.9,16.6,17.9,30.6,31.1,67.5,48.8,51.2,35.4,34.2,9.3,7.6,49.6,45.7,30.1,36.9,66.0753,,,,2024,,,,-11.565366476723,66.3,72.5
Lindenwood,91.4649,113.515,0.0770042,9-22,6,28,43.3,53.9,38.3,40.2,17.9,17.7,23.6,28.7,68.3,43.2,52.5,29,37.6,7.2,10.1,35.2,50.3,30.7,37.4,67.5126,,,,2024,,,,-18.150676733915,72.8,72.8
"St. Bonaventure",111.19,103.99,0.68349,20-13,20,33,52.3,51.1,32.2,33.9,16.2,19.2,29.7,28.5,66,50.8,51.8,36.5,33.5,12,8.2,48.3,58,36.7,40.7,65.565,,,,2024,,,,-5.0038995519892,77.4,69.5
"Oregon St.",106.331,104.539,0.548709,13-19,12,31,49.8,51.3,35.6,35.9,18.3,16.8,26.2,31.1,66.1,49.9,52.3,33.1,33.2,10.7,8.4,45.9,55.2,34,37.9,65.2143,,,,2024,,,,-7.7373541309172,73.7,71.2
Lipscomb,109.176,113.804,0.382858,20-12,18,30,56.2,53.5,27.5,22.8,14.2,16.1,23.2,29.3,70.5,55.7,52.8,38.1,36.5,8.1,10.1,48.6,42,39.8,36.6,69.3017,,,,2024,,,,-7.4049525720732,77.8,71.8
"Kennesaw St.",103.656,113.043,0.269554,15-16,12,28,51.5,53.1,35.4,43.2,16,17.6,30,30.5,74.9,53,51.3,32.9,37.2,10.9,12.1,48.1,48.2,42.5,39.5,74.1344,,,,2024,,,,-12.605023354217,67.7,73.1
"James Madison",111.694,100.482,0.771452,32-4,31,35,53.9,47.2,34.9,35.1,14.9,19.7,31.8,27.7,71,53.8,48.6,36,29.7,8,9,53.9,43.5,37.8,35.5,69.8968,,,,2024,,,,1.3837433469193,70,72.8
Georgetown,109.461,110.977,0.460536,9-23,9,32,48.6,55.7,33.9,33.6,17.9,16.4,33.4,30.7,67.5,46.3,57.4,34.6,35.3,8.6,11.4,50.5,55.5,41,38.2,66.742,,,,2024,,,,-10.739184777061,71.4,71.5
"USC Upstate",99.2814,108.363,0.267647,10-20,7,27,49.6,52,29.5,45,16.4,18.6,23.9,34.3,67.4,50.2,53,32.5,33.5,9.2,9.3,47,45.5,39.9,35.7,67.173,,,,2024,,,,-15.313409733723,64.2,71.5
"Morgan St.",96.5031,113.737,0.131293,11-20,8,28,47.4,52,31.3,41.4,20.2,18.2,29.5,37.2,71.1,49.3,51.6,28.2,35.3,8.2,8.7,44.4,48.5,26.9,32.4,70.7156,,,,2024,,,,-15.55480635511,75.8,69.2
"New Hampshire",97.8309,106.658,0.270226,16-15,15,30,47.9,50.5,29.8,27.5,16.6,16.4,23.5,25.5,72.9,48.1,53.5,31.8,30.5,5.4,13.2,44.7,50.5,43.7,38.4,71.4548,,,,2024,,,,-9.4455472817978,74.3,73
"Iowa St.",114.122,87.4256,0.955405,29-7,29,36,52.2,47.3,35.3,34.3,15.5,25.5,31.4,29.4,67.9,51.6,47.2,35.6,31.5,10.8,8.9,58.4,58.6,32,45,67.3698,,,,2024,,,,6.343299576276,69.9,71.5
Vermont,104.123,98.5993,0.651777,28-7,26,33,51.6,46.8,29.2,26.8,13.9,15.1,22.3,23.5,65.4,52.9,46.5,33.3,31.5,10.9,10.7,52.2,43.5,43.9,36.5,63.3308,,,,2024,,,,-1.3781965015489,71.8,72.3
Purdue,126.807,94.8969,0.965564,31-4,31,35,56.2,47.3,42.4,23,16.3,13.8,37.9,24.2,68.9,53.4,47.5,40.9,31.4,9.8,6.4,65.4,54.7,35.1,37,67.7061,,,,2024,,,,10.672858490496,72.1,72.5
Drake,114.719,100.037,0.82848,28-7,27,34,54.7,50.8,32.3,31.3,13.8,17.5,24.1,22.5,68.6,54.8,51.3,36.4,33.3,4.6,7.2,56.3,42,39.2,38.9,67.9515,,,,2024,,,,1.5780721509628,75.6,70.5
"Mississippi St.",112.186,95.4314,0.865314,21-14,21,35,51.4,48,37.4,31.8,18.9,18.4,35.4,27.9,68.7,53.4,50.3,32.2,29.8,9,10.6,53.1,48.5,38.5,41.2,67.153,,,,2024,,,,0.56462032468264,67,75.2
"Holy Cross",99.3619,120.977,0.094184,10-23,9,32,50.1,53.6,25.9,30.6,16.5,12.8,23.2,28.1,65.4,48.7,50.7,35,38.7,9.2,9,43.8,52.9,37.7,39.7,65.8309,,,,2024,,,,-19.365959781416,66.7,72.2
Hampton,95.4618,111.304,0.146074,9-24,6,30,46.7,51.6,29.4,29.9,17.9,15,27.9,31.9,70,46.9,52.1,30.9,33.9,9.5,8,48.3,49.5,38.6,39,69.8578,,,,2024,,,,-20.148393740648,71.4,75.8
"Western Michigan",98.1176,111.261,0.190662,12-20,11,31,48.7,50.9,31.5,31.5,19.7,15.5,33.7,29.6,68.5,48.4,50.8,32.8,34.1,7.6,6.3,49.3,51,38.9,38.5,68.5202,,,,2024,,,,-15.241759050424,62.3,72.1
"New Mexico St.",99.4516,108.217,0.274613,13-19,9,28,46.9,50.9,32.7,44.8,17.7,15.8,25.4,29.6,68.1,47,50,31.2,34.7,8.9,7.2,45.1,56.3,34.6,42.4,66.3288,,,,2024,,,,-12.632665988827,68.4,70.6
"Ball St.",102.237,109.712,0.307569,15-16,13,29,50.8,51.3,38.2,27.6,18.2,16.2,27.3,27.9,67.5,48.7,50.6,36.1,35.1,7.9,9.1,51.5,47,37.9,35.2,66.753,,,,2024,,,,-12.546928343702,77.5,71.4
Milwaukee,106.22,112.534,0.339828,20-15,18,33,51,50.6,34,32.8,17.9,15.5,36,32.6,70.5,52.7,50.2,32.2,34.2,11.3,11.5,50.2,55.5,38.8,38.4,69.9783,,,,2024,,,,-9.922101387066,73.7,75.6
Portland,103.83,112.34,0.287849,12-21,10,31,50.5,55.3,31.7,22.6,17.1,13.2,23.6,28.8,68.3,49.9,53.9,34.1,38,5.7,8.8,53.1,58,44.5,45.1,67.7847,,,,2024,,,,-13.22093185728,71.4,70.9
Albany,104.085,110.911,0.325103,13-19,12,31,50.4,51.4,29.2,38.9,17.7,17,30.6,29.4,74.4,51,54.6,32.9,29.3,7.4,11.5,44.5,46.6,36.9,29.6,73.1528,,,,2024,,,,-14.026359002629,72.5,72.4
"Washington St.",112.882,96.4825,0.858795,25-10,25,35,51.8,47.2,31.6,32.3,16.4,15.7,32.9,25,66.4,52.2,46.5,33.9,32.5,12.3,6.6,45.9,45.6,32.2,31.1,64.8608,,,,2024,,,,1.9170977848829,70.4,73.1
"Tarleton St.",108.253,105.218,0.581045,25-10,22,32,50,50.4,30.4,34,16.6,20,30.1,32.7,67.9,50,50.4,33.3,33.5,10,8.4,51.2,47.5,30.4,36.3,66.6482,,,,2024,,,,-3.0409173378548,76.3,70.6
"San Francisco",109.918,98.1814,0.785592,23-11,22,33,55,49.5,23.5,37.9,16.8,19.8,29.1,24.3,68,56.6,48.3,35.1,34.3,10.3,5.9,54.9,49.2,40.1,37.8,67.1418,,,,2024,,,,-2.3427221851587,75.8,69.5
Bucknell,98.648,106.797,0.286427,14-19,14,33,50.4,49.5,29,31.5,18.9,16.4,25.9,28.6,64.1,50.2,50.1,33.8,32.4,10.7,10.7,52.6,60.2,44.9,42.2,64.9365,,,,2024,,,,-14.61615376122,71.6,70.2
Connecticut,127.099,92.6901,0.974183,33-3,33,36,57.2,44.7,32.8,32.1,14.7,16.2,36.2,26.6,66.3,59.2,43.5,36.1,31.3,14.2,8.1,63.7,45.5,40.7,33,64.9721,,,,2024,,,,10.921325042225,74.2,72.7
"Southern Indiana",96.59,111.678,0.158537,8-24,5,29,45.6,49.5,37.6,48.6,19.4,16.6,27,28.5,69.7,44.5,49.3,31.6,33.3,7.9,9.6,48.5,51.5,36.3,37.5,69.1752,,,,2024,,,,-19.177334045389,74.4,73.9
"Florida Gulf Coast",102.033,108.256,0.336058,14-18,11,29,52.1,52.8,27.2,29.3,17.6,15.8,29.6,28.3,65.5,50.8,52,36.2,35.9,9.6,7.6,44.2,51.8,37.3,42.8,63.9828,,,,2024,,,,-13.307543394712,70,69.8
"San Jose St.",104.884,109.362,0.382076,9-23,8,31,51.4,54.4,22.4,35.9,15.6,15.9,22.4,30.2,65.9,51.5,52.3,34.2,38.9,8.8,8.8,51.4,55.5,42,35.1,65.8649,,,,2024,,,,-13.850855605463,69.9,69.5
"Utah Valley",98.5192,99.5455,0.47024,16-16,14,30,47.1,48,35.4,36,18.1,18.1,28.5,27.2,68.9,48.9,47.6,28.5,32.6,12.2,9.3,58.4,58.6,28.9,34.6,67.7814,,,,2024,,,,-9.7236363339021,67.2,69.3
Missouri,108.225,104.872,0.589514,8-24,8,32,50.2,51.4,31.7,42.5,16.8,18.7,26.8,35.8,68.5,51.8,51.2,31.9,34.4,14,9.7,48.1,52.7,39.7,39.8,66.7691,,,,2024,,,,-11.513250593131,79.2,74.1
Cincinnati,110.864,95.3119,0.850461,22-14,22,36,50.1,47.5,27.6,28.6,17.3,17.5,36.5,25.3,68.4,50.8,46.3,32.7,33.2,11.6,9.2,53,52.9,36.7,34.3,67.4109,,,,2024,,,,-1.3246990294154,68.9,75.3
"South Dakota St.",108.127,105.114,0.580545,22-13,19,32,55.2,51.3,30.1,27,16.6,16.4,24.4,25.1,68.1,55.6,49.5,36.4,35.5,9.5,8.8,46.9,48.5,40.4,46.9,67.9457,,,,2024,,,,-7.6425499217591,71.8,74.2
"Boston University",98.0288,108.219,0.242821,16-17,15,32,47.8,50,30.2,36.2,17.7,16.9,26.6,23,65.7,46.8,48.7,32.8,34.6,9.8,9,54.8,50.3,40.8,41,65.9422,,,,2024,,,,-14.19959999978,72.3,69
"Air Force",106.544,111.945,0.361565,9-22,9,31,53.8,54.2,29.6,39.1,18.8,17.6,23.8,31.5,63.4,53.6,53.7,36.1,36.6,11.8,11.3,62,49.9,47.2,36.7,62.0348,,,,2024,,,,-13.611864495261,68.2,74.7
"Texas Tech",116.803,99.1457,0.868169,23-11,23,34,52.6,49.2,34.2,27.2,16.5,17,30.2,30.3,67.2,51.6,49.8,35.9,32.2,7,10.3,56.1,47.1,41.4,38.6,66.5495,,,,2024,,,,2.8060477740396,78,71.4
Bradley,111.599,98.8234,0.801882,23-12,22,34,55.1,47.6,27.5,35.1,18.1,18.3,28.1,28.2,67,54.9,46.5,37,33,11.7,6,48.6,49.5,41.6,38.3,66.3574,,,,2024,,,,-3.5166669410263,73.5,72.2
Troy,106.848,102.165,0.626079,20-12,17,29,50.1,49.8,41.3,39.8,19.6,20.8,34.8,30.7,70.5,48.2,47.7,35.3,35.9,8.5,11.9,49.9,44.7,40,33.7,69.756,,,,2024,,,,-7.4384470738533,73.1,70.7
Gonzaga,123.033,98.3405,0.929315,27-7,26,33,57.1,46.8,31.3,25.4,14.1,16.1,33.3,27.5,69.7,58.3,44.6,36.3,33.8,9.9,6.3,52.7,48.9,31.3,36.6,69.1367,,,,2024,,,,2.4304826842237,72.8,72.4
"South Florida",110.406,100.863,0.73878,25-8,25,33,51.8,47.9,37.8,34.6,15.6,18.5,28.2,30.5,69,49.5,48.2,36.7,31.5,9.4,8.9,58.7,50.6,42.3,37.9,67.9944,,,,2024,,,,-0.84796717275547,73.7,67.1
Stonehill,90.7211,114.398,0.0649646,4-27,3,30,46.7,52.7,22.6,29.4,19.5,16.6,22.5,31,69.4,47.9,51.7,30.1,35.9,7.2,13.9,51.7,60.8,47,46.2,68.2178,,,,2024,,,,-22.035108042176,69.7,73.9
"Loyola MD",93.684,112.321,0.110413,7-25,6,31,47.2,53.3,30,32.6,20.4,15.6,29.2,26.4,65.8,46.1,53.3,32.7,35.6,6.1,10.8,55.7,51.5,38.7,36.6,65.8413,,,,2024,,,,-20.947744236505,64.2,69.7
Belmont,109.409,102.184,0.686908,20-13,19,32,55,51.1,30.3,27,16.7,16.4,21,27.5,71.9,54.5,52.2,37.2,33,7.9,8.6,55.3,54.3,41.9,39.8,71.2775,,,,2024,,,,-5.316214558212,73.2,72
Siena,90.2556,112.576,0.0730138,4-28,4,32,44.7,51.8,30.8,28,23.4,14.8,33.2,31.2,67.1,46.1,51.3,28,35.2,10.3,9.3,48.7,50.1,34.3,34.1,66.0988,,,,2024,,,,-23.786336485268,66.6,72.7
"Southern Utah",104.203,111.307,0.318991,10-21,8,29,48.4,52.6,36.2,32.2,16.9,17,27.9,33,70.8,50.8,53,29.4,34.3,6.9,8.9,46,46.3,35,27.2,69.6294,,,,2024,,,,-15.250407470395,72.8,71.4
Pittsburgh,116.369,98.8156,0.867649,22-11,22,33,51.6,49,30.5,30.5,13.4,16.6,31,23.8,67,50,50.8,35.7,30.8,13,10.3,51.8,51.5,44.4,38.6,65.9203,,,,2024,,,,0.43473224561583,70.8,76
Montana,110,109.98,0.500499,24-12,21,33,54.7,50.7,28.8,34.4,15.1,14,25.3,26.8,66.4,55.2,50.5,35.9,34.2,7.5,8.6,51.9,43,37.6,31.8,66.1336,,,,2024,,,,-5.9826215252541,79.8,71.6
"LIU Brooklyn",93.0586,111.129,0.114979,7-22,7,29,46.4,50.8,31.5,41.1,20.1,15.8,25.5,28.5,71.3,46.3,53,31,31.1,7.8,10.2,51.4,54.8,29.9,34.3,70.4368,,,,2024,,,,-18.344338611074,67.7,69.1
Massachusetts,111.102,102.241,0.722287,20-11,20,31,50.6,48.5,35.8,38.6,16,18.9,36.5,30.1,69.2,52.6,47.5,31.3,33.5,8.6,8,56.3,55.1,35.1,38.4,68.4219,,,,2024,,,,-4.7629566029599,69.9,72.1
"Mount St. Mary's",102.099,107.076,0.366472,13-19,13,32,53.2,49.3,26.7,30.3,20.7,18,30.2,27.9,69.4,53.3,48,35.2,34.6,10.1,7.4,48.3,49.6,33.3,34.8,69.0579,,,,2024,,,,-14.986730222039,72.5,75.7
Bryant,100.124,100.95,0.476388,20-13,18,31,50.7,45.4,29.9,33.8,15.8,16.7,20.4,30.2,75.4,51.7,45,32.7,30.8,14.8,8.5,50.8,46.6,37.7,35.1,74.2816,,,,2024,,,,-7.3584444075359,66.5,69.9
Syracuse,111.894,100.776,0.769145,20-12,19,31,51.3,52.8,34.1,26.6,15.9,20.1,24.1,31.8,71.9,51.9,53.2,33.4,34.7,10.4,7.4,49.7,50.3,33.7,37,70.857,,,,2024,,,,-0.0521166676291,72.1,72.6
"Jacksonville St.",101.3,105.041,0.39724,14-18,11,29,48.2,50.5,37.2,34.9,20.3,18.2,33.8,25.3,66.2,48.3,49.4,32.2,34.9,11.2,7.7,42.9,46.7,28.3,36.2,64.7086,,,,2024,,,,-13.068764727103,69.1,70.8
"McNeese St.",110.891,101.546,0.733487,30-4,26,30,54.2,48.3,40.1,33.7,14,22.9,31.9,30.6,66.9,52.2,46.6,38.7,33.4,12.5,8.8,51.5,58.6,33.5,47.6,65.5507,,,,2024,,,,0.58112614148755,69.6,71.6
Quinnipiac,105.035,105.108,0.498003,24-10,23,33,50.3,48.9,30.4,28.9,17.1,17.7,31.6,28.1,71.5,49.6,47.7,34.5,33.9,9,10,50.9,51.2,34.2,36.7,71.2019,,,,2024,,,,-5.4520441634738,77.2,70.6
